id,name,host_id,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,review_scores_rating,,,,,,,,,,
39063050,Large private bedroom in a newly refurb house,299096161,53.48164,-2.29709,t,House,Private room,4,1,1,3,Real Bed,$30.00 ,,,$300.00 ,$16.00 ,1,$10.00 ,96,,,,,,,,,,
39063948,Private En-Suite TV bedroom in a renovated house,299096161,53.48131,-2.29726,t,House,Private room,2,1,1,1,Real Bed,$34.00 ,,,$300.00 ,$16.00 ,1,$10.00 ,100,,,,,,,,,,
39079266,122 Platt Lane M4 5NN Manchester,50602671,53.44966,-2.22622,t,House,Private room,2,1,1,1,Real Bed,$20.00 ,,,,,1,$15.00 ,86,,,,,,,,,,
39082676,£800/month £35/day Oxford road City center studio, fix it; if you use it,Manchester,Greater Manchester,England,M1 7DF,Manchester,"Greater Manchester, United Kingdom",GB,United Kingdom,53.47324,-2.23932,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Shower gel""}",44,f,f,1,1,0,0,1.74,,,
39085372,Selina Manchester NQ1 - Standard Room,299553898,53.4824,-2.23357,t,Boutique hotel,Hotel room,2,1,1,1,Real Bed,$400.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,92,,,,,,,,,,
39085435,The Northern Quarters - 2 Bedroom,298073844,53.48026,-2.22851,t,Serviced apartment,Entire home/apt,4,2,2,3,Real Bed,$399.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,91,,,,,,,,,,
39085503,The Northern Quarters Apartments,298073844,53.48131,-2.22831,t,Serviced apartment,Entire home/apt,2,1,1,2,Real Bed,$299.00 ,,,$150.00 ,$0.00 ,1,$0.00 ,88,,,,,,,,,,
39085630,Selina Manchester NQ1 - Unique Room,299553898,53.48226,-2.23397,t,Boutique hotel,Hotel room,2,1,1,1,Real Bed,$400.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,,,,,,,,,,,
39100378,❤❤�?WOW Media City Apartment - Sleeps 6,149039894,53.4755,-2.29098,f,Serviced apartment,Hotel room,6,1.5,2,2,Real Bed,$213.00 ,,,$200.00 ,$30.00 ,4,$20.00 ,80,,,,,,,,,,
39107406,Fabolous flat in the heart of Manchester Centre,21888297,53.49083,-2.24034,t,Apartment,Private room,2,1.5,1,0,Real Bed,$50.00 ,,,$0.00 ,$10.00 ,1,$0.00 ,100,,,,,,,,,,
39111257,1 bedroom-In a popular area 25 minutes to airport,217270958,53.43808,-2.22791,t,Condominium,Private room,2,1,1,0,Real Bed,$22.00 ,,,,,1,$10.00 ,94,,,,,,,,,,
39115529,KINGSIZE BED STUDIO near Manchester Etihad Stadium,299944341,53.50719,-2.22036,t,Condominium,Shared room,2,1,1,1,Real Bed,$52.00 ,,,$0.00 ,$0.00 ,1,$32.00 ,100,,,,,,,,,,
39121199,En-Suits private bedroom with double size bed,247663887,53.45918,-2.27807,t,Apartment,Private room,2,1.5,1,1,Real Bed,$37.00 ,,,,$5.00 ,1,$5.00 ,90,,,,,,,,,,
39121855,⭐Stunning Brexit House-Sleeps 8- WIFI-Parking�?Brexit House is a stunning (newly renovated)  3 bed home providing comfortable accommodation for upto 8 people. Located in the heart of Manchester City Centre and offers off road parking for upto 2 cars. Perfect accommodation for your leisure or business requirements. Comfortable and stylish space with 3 bedrooms and 1.5 bathrooms and plenty of sofa space for additional guests.,https://www.airbnb.com/users/show/299995437,-2.25479,t,House,Entire home/apt,8,1.5,3,4,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance""}",,,$200.00 ,$50.00 ,4,$10.00 ,2,9,,,,,,,,,,
39121869,Fully furnished bright Double room in Rochdale,233121582,53.59123,-2.15371,f,House,Private room,1,1.5,1,1,Real Bed,$28.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
39125494,Luxury City Centre Penthouse with Lovely Views,216627267,53.47892,-2.22003,t,Apartment,Entire home/apt,7,3,3,4,Real Bed,$145.00 ,,,$0.00 ,$45.00 ,6,$15.00 ,95,,,,,,,,,,
39128195,"Penthouse apt, huge roof terrace, Northern Quarter",300061134,53.48305,-2.2344,t,Apartment,Entire home/apt,8,2,3,4,Real Bed,$99.00 ,,,$300.00 ,$80.00 ,5,$10.00 ,95,,,,,,,,,,
39134251,Modern 5* City Centre Townhouse 2 Mins from Arena,286641110,53.48633,-2.24756,f,Townhouse,Entire home/apt,4,1.5,2,2,Real Bed,$199.00 ,,,$0.00 ,$125.00 ,1,$15.00 ,,,,,,,,,,,
39149067,"Bright, spacious and modern flat close to tram",14683286,53.43311,-2.26259,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$100.00 ,,,$200.00 ,$15.00 ,1,$0.00 ,,,,,,,,,,,
39150915,Beautiful house sleeps 16 mins from Manchester,228559791,53.44029,-2.2162,f,House,Entire home/apt,16,1.5,4,8,Real Bed,$179.00 ,,,,$125.00 ,1,$0.00 ,100,,,,,,,,,,
39155527,Cosy southern view room,22646922,53.46863,-2.22915,t,House,Private room,1,1,1,1,Real Bed,$30.00 ,,,,,1,$0.00 ,90,,,,,,,,,,
39170313,"Rest & Recharge - Regents Court (3-bed, 2-bath)",2046430,53.48067,-2.23526,t,Apartment,Entire home/apt,8,2,3,4,Real Bed,$150.00 ,,,$300.00 ,$55.00 ,4,$25.00 ,90,,,,,,,,,,
39172011,"Spacious Dbl with En Suite & lock, Baguley, M23",195104348,53.39712,-2.28098,t,Apartment,Private room,2,1,1,2,Real Bed,$26.00 ,,,,$15.00 ,1,$10.00 ,100,,,,,,,,,,
39193161,Quite place by Manchester Airport & UHSM NHS,290700762,53.39968,-2.27515,t,Bed and breakfast,Private room,1,1.5,1,1,Real Bed,$29.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39198029,2BR (Website hidden by Airbnb) to City Centre.Great Location,300786458,53.45022,-2.21696,t,Condominium,Entire home/apt,4,1,2,2,Real Bed,$120.00 ,,,$600.00 ,$30.00 ,1,$0.00 ,,,,,,,,,,,
39198819,Nigh to City Centre/Arena/Victoria/Free Parking ,271363028,53.49943,-2.24552,t,Apartment,Entire home/apt,5,1,2,3,Real Bed,$50.00 ,,,$0.00 ,$35.00 ,2,$12.00 ,97,,,,,,,,,,
39200517,"You will love this home! Central,by hospital & Uni",300803199,53.45228,-2.23587,t,House,Entire home/apt,6,2.5,3,4,Real Bed,$84.00 ,,,$0.00 ,$45.00 ,2,$10.00 ,95,,,,,,,,,,
39213642,⭐Designer Suite⭐Piccadilly M1 Unbeatable Location,https://a0.muscache.com/im/pictures/10574ed2-48a8-4e52-b0a6-ce5caa7314a0.jpg?aki_policy=large,GB,United Kingdom,53.48177,-2.23595,f,Condominium,Entire home/apt,6,1,2,"{TV,Wifi,Kitchen,""Paid parking off premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}",,$119.00 ,,,$350.00 ,$35.00 ,2019/10/17,0.98,,,,,,,,,
39223374,Private Double room close to MRI,300982167,53.45436,-2.22447,f,House,Private room,2,1,1,1,Real Bed,$22.00 ,,,,$5.00 ,1,$5.00 ,92,,,,,,,,,,
39237136,Double room central location,206814364,53.45379,-2.21921,t,House,Private room,1,1,1,1,Real Bed,$50.00 ,,,,,1,$0.00 ,60,,,,,,,,,,
39239281,Single bedroom silverdale,238470371,53.38492,-2.2263,t,House,Private room,1,1,1,1,Real Bed,$25.00 ,,,,,1,$0.00 ,80,,,,,,,,,,
39240120,Beautiful New Studio Apartment! Close 2 Uni's+more,55933045,53.47092,-2.22566,t,Condominium,Entire home/apt,2,1,1,1,Real Bed,$70.00 ,,,$0.00 ,$19.00 ,1,$10.00 ,94,,,,,,,,,,
39241834,NEW HOUSE! Refurbished Weds 9 Oct!! Sleeps up to 7,55933045,53.46791,-2.22539,t,House,Entire home/apt,7,1,3,4,Real Bed,$71.00 ,,,$0.00 ,$29.00 ,2,$10.00 ,90,,,,,,,,,,
39245921,Cozy warm and welcoming (Room 1),244886403,53.45615,-2.26353,f,House,Private room,1,1,1,1,Real Bed,$20.00 ,,,$150.00 ,,1,$0.00 ,96,,,,,,,,,,
39249886,5 minutes to central Manchester with free parking,301298971,53.45196,-2.24296,t,House,Entire home/apt,6,1,2,3,Real Bed,$85.00 ,,,$100.00 ,$40.00 ,3,$10.00 ,100,,,,,,,,,,
39255400,Beautiful 3-Bedroom Property,57603266,53.4963,-2.54126,f,House,Entire home/apt,6,2,3,6,Real Bed,$120.00 ,,,$0.00 ,$30.00 ,6,$0.00 ,60,,,,,,,,,,
39264547,Comfy bedroom City Cent/castlefield,33380958,53.47198,-2.26033,t,House,Private room,1,1,1,1,Real Bed,$27.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39265625,Irlams Home- Free Parking,83734607,53.42462,-2.44078,t,House,Entire home/apt,5,1,3,3,Real Bed,"$2,006.00 ",,,$100.00 ,$75.00 ,2,$6.00 ,100,,,,,,,,,,
39272885,Beautiful modern double guest room,301508044,53.45551,-2.19425,t,Bed and breakfast,Private room,2,1,1,1,Real Bed,$55.00 ,,,,,1,$0.00 ,100,,,,,,,,,,
39274348,Mellowdew House - French Themed Room,293873475,53.58007,-2.45877,t,Townhouse,Private room,2,1.5,1,1,Real Bed,$29.00 ,,,$0.00 ,$5.00 ,1,$0.00 ,,,,,,,,,,,
39276685,paradise on earth nature and comfort peace & love,160004065,53.51478,-2.27987,f,Apartment,Entire home/apt,4,1,2,2,Real Bed,$119.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39298188,1 bedroom Spacious close to the airport 20 mins,217270958,53.43841,-2.22744,t,Apartment,Private room,2,1,1,0,Real Bed,$35.00 ,,,$0.00 ,,1,$6.00 ,91,,,,,,,,,,
39299558,Affordable clean room#3,189230418,53.48603,-2.26262,f,Condominium,Private room,2,1,1,1,Real Bed,$30.00 ,,,,$10.00 ,1,$0.00 ,70,,,,,,,,,,
39308590,"city centre, northern quarter room",20078959,53.48555,-2.2356,t,Apartment,Private room,2,1.5,1,1,Real Bed,$60.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39314184,"Double bedroom ,comfortable,clean female only.",217270958,53.43885,-2.23461,t,House,Private room,2,1,1,0,Real Bed,$25.00 ,,,$0.00 ,,1,$6.00 ,93,,,,,,,,,,
39314353,Large comfy double room 10 min to city centre,56900771,53.49356,-2.21406,t,Townhouse,Private room,2,1.5,1,1,Real Bed,$39.00 ,,,,$15.00 ,1,$0.00 ,93,,,,,,,,,,
39314523,Double room_self check in_easy access City Centre,56900771,53.49283,-2.21425,t,Townhouse,Private room,2,1,1,1,Real Bed,$36.00 ,,,,$15.00 ,1,$0.00 ,98,,,,,,,,,,
39314949,"Female only,comfortable,clean double room,Manchest",217270958,53.44029,-2.23439,t,House,Private room,1,1,1,0,Real Bed,$20.00 ,,,,,1,$10.00 ,96,,,,,,,,,,
39315225,A bright airy fully furnished double room,301857866,53.59571,-2.44813,t,Apartment,Private room,2,1.5,1,1,Real Bed,$28.00 ,,,$0.00 ,$0.00 ,1,$10.00 ,100,,,,,,,,,,
39316911,"Luxury in the city✨River side ✨OFFICE �?""This is a modern apartment with a private balcony overlooking the River Irwell",,M3,Manchester,"Greater Manchester, United Kingdom",GB,United Kingdom,53.48492,-2.25153,f,Apartment,Entire home/apt,2,2,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Breakfast,Elevator,""Free street parking"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Bathtub,""Changing table"",""High chair"",""Window guards"",""Game console"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Long term stays allowed"",Waterfront,""Trash can""}",,$99.00 ,,2020/5/16,1,0,0,1.36,,,,,,
39318119,Entire apartment in the city centre of Manchester,112572148,53.47522,-2.23715,t,Apartment,Entire home/apt,6,1,2,2,Real Bed,$80.00 ,,,$0.00 ,$20.00 ,4,$10.00 ,97,,,,,,,,,,
39327546,"""The pride of Manchester"",  Guest suite in Hulme",3086011,53.46771,-2.2525,t,Townhouse,Entire home/apt,4,1.5,3,3,Real Bed,$60.00 ,,,$0.00 ,$15.00 ,1,$15.00 ,94,,,,,,,,,,
39328369,Quiet Room 20 min to Man Airport and Stockport,8572516,53.38812,-2.16843,t,House,Private room,1,0.5,3,1,Real Bed,$25.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39330354,Luxury Ensuite loft room 5 min Mcr city & old Tra,302077968,53.46053,-2.2693,t,House,Private room,2,1,1,1,Real Bed,$55.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,98,,,,,,,,,,
39331440,Stunning Four Bedroom House,302072008,53.43747,-2.21158,t,House,Entire home/apt,9,1,4,5,Real Bed,$90.00 ,,,$0.00 ,$80.00 ,1,$0.00 ,98,,,,,,,,,,
39331747,Cosy Room with Double Bed,22823904,-2.29516,f,Townhouse,Private room,2,1.5,1,0,Real Bed,"{Wifi,Kitchen,""Pets allowed"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Dishes and silverware"",""Cooking basics""}",,,$100.00 ,,1,$15.00 ,7,10,,,,,,,,,,
39333012,*Hidden gem* 1 bedroom apartment in Didsbury,302098101,53.4209,-2.24231,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$55.00 ,,,$0.00 ,$35.00 ,1,$0.00 ,97,,,,,,,,,,
39333475,Double Room in a shared house,256814444,53.54367,-2.29544,f,House,Private room,2,1,1,1,Real Bed,$50.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,20,,,,,,,,,,
39333759,2 bed 2 bath city centre luxury furnished apt,40359593,53.47306,-2.24124,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$79.00 ,,,$150.00 ,$100.00 ,4,$0.00 ,98,,,,,,,,,,
39333819,Unique period property close to Central Manchester,6235419,53.47719,-2.14686,t,House,Entire home/apt,4,2.5,2,2,Real Bed,$95.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39347515,Home and  away,300360942,53.5244,-2.23409,t,House,Private room,2,2,1,1,Real Bed,$25.00 ,,,$0.00 ,$0.00 ,1,$10.00 ,90,,,,,,,,,,
39348202,"Green Quarter, Manchester - One Bedroom Apartment",89331251,53.49154,-2.24616,t,Serviced apartment,Entire home/apt,4,1,1,1,Real Bed,$185.00 ,,,,,1,$0.00 ,80,,,,,,,,,,
39349125,Modern & Spacious house with Parking,302250409,53.45414,-2.12368,t,House,Entire home/apt,5,2,3,3,Real Bed,$105.00 ,,,$250.00 ,$20.00 ,4,$30.00 ,86,,,,,,,,,,
39349509,"Green Quarter, Manchester - Two Bedroom Apartment",89331251,53.49216,-2.24538,t,Serviced apartment,Entire home/apt,6,1,2,2,Real Bed,$185.00 ,,,,,1,$0.00 ,50,,,,,,,,,,
39355644,"HollyBank Convent, unique 2 bedroom apartment",20928795,53.50575,-2.50913,t,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,$70.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39362284,"Rest & Recharge - Ashton Lodge (2-bed, Sleeps 4)",2046430,53.42431,-2.33766,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$70.00 ,,,$250.00 ,$45.00 ,4,$15.00 ,88,,,,,,,,,,
39362387,Execellent Home to Stay in Moston M40,302347577,53.51211,-2.19368,t,House,Entire home/apt,4,1,2,3,Real Bed,$100.00 ,,,$0.00 ,$12.00 ,1,$0.00 ,100,,,,,,,,,,
39363895,Stunning & Spacious Penthouse w/ Parking & Balcony,302356279,53.47577,-2.26442,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$100.00 ,,,$0.00 ,$65.00 ,4,$0.00 ,85,,,,,,,,,,
39366387,Manchester,223719007,53.54326,-2.17825,t,Bed and breakfast,Private room,1,1,1,1,Real Bed,$23.00 ,,,,$5.00 ,1,$0.00 ,20,,,,,,,,,,
39366508,Hotel style 2 double rooms,85598344,53.47939,-2.35143,t,House,Private room,3,2,2,2,Real Bed,$75.00 ,,,$600.00 ,$29.00 ,1,$10.00 ,100,,,,,,,,,,
39378052,A bright cosy double room in a charming village,297834153,53.41695,-2.22781,t,House,Private room,2,1,1,1,Real Bed,$60.00 ,,,$100.00 ,$20.00 ,1,$0.00 ,,,,,,,,,,,
39378608,Double Room. Excellent Location. Close to City C.,277427389,53.45106,-2.22897,f,House,Private room,1,1,1,0,Real Bed,$19.00 ,,,,,1,$0.00 ,98,,,,,,,,,,
39378644,*Fusion Apt* next to Regent Retail Park,136332968,53.47816,-2.26597,t,Apartment,Entire home/apt,4,1,2,3,Real Bed,$55.00 ,,,$0.00 ,$33.00 ,1,$0.00 ,79,,,,,,,,,,
39378995,Double Room. Great Location. Close to City Centre.,277427389,53.44952,-2.22759,f,House,Private room,1,1,1,0,Real Bed,$19.00 ,,,,,1,$0.00 ,98,,,,,,,,,,
39382857,"BOLTON CITY CENTRE LIVING- FREE PARKING, NETFLIX",152788806,53.57719,-2.4257,f,Apartment,Entire home/apt,6,1,2,4,Real Bed,$60.00 ,,,$100.00 ,$20.00 ,4,$10.00 ,85,,,,,,,,,,
39387061,Charming single room with all amenities,301857866,53.59614,-2.4487,t,Apartment,Private room,1,1.5,1,0,Real Bed,$22.00 ,,,,,1,$0.00 ,92,,,,,,,,,,
39387269,Comfortable Sofa Bed in Manchester City Centre,95489337,53.47759,-2.24824,t,Apartment,Shared room,1,1,1,1,Real Bed,$24.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39389781,Modern & Spacious house with Parking & Garden,302250409,53.46817,-2.11329,t,House,Entire home/apt,5,1.5,3,3,Real Bed,$90.00 ,,,$250.00 ,$20.00 ,4,$30.00 ,86,,,,,,,,,,
39390416,Beautiful modern bedroom in a shared flat,111289535,53.38425,-2.34866,t,Apartment,Private room,2,1,1,1,Real Bed,$45.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39399426,Two Bedrooms in City Center Suitable for everyone,210633540,53.47279,-2.24163,f,Apartment,Entire home/apt,4,2,2,2,Real Bed,$110.00 ,,,$0.00 ,$30.00 ,2,$10.00 ,95,,,,,,,,,,
39404385,Cozy  Stone Cottage,250917583,53.59903,-2.37644,t,Cottage,Private room,2,1,1,1,Real Bed,$75.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39406316,Comfortable 2BD Apartment in Manchester,302681545,53.49178,-2.24129,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$45.00 ,,,$85.00 ,$57.00 ,2,$15.00 ,86,,,,,,,,,,
39412101,Chorlton Luxury Shared Accommodation (1),4949917,53.44348,-2.2765,t,House,Private room,4,3.5,1,3,Real Bed,$89.00 ,,,$100.00 ,$100.00 ,2,$30.00 ,,,,,,,,,,,
39415573,Super king bed 5min Stockport station.,129204684,53.4033,-2.16933,t,House,Private room,2,1,1,0,Real Bed,$23.00 ,,,,$0.00 ,1,$5.00 ,100,,,,,,,,,,
39418895,Large size room King Bed nr Media City/Salford Ctr,22823904,-2.2937,f,Townhouse,Private room,1,1.5,1,1,Real Bed,"{Wifi,Kitchen,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Hangers,""Hair dryer"",Iron}",,,$300.00 ,,1,$10.00 ,30,,,,,,,,,,,
39427050,Home and away 2,300360942,53.52655,-2.23404,t,House,Private room,2,1.5,1,1,Real Bed,$30.00 ,,,$0.00 ,$0.00 ,1,$10.00 ,80,,,,,,,,,,
39427722,Stunning Central Northern Quarter Apartment,302851035,53.48487,-2.2365,t,Apartment,Entire home/apt,5,1,2,3,Real Bed,$91.00 ,,,$0.00 ,$60.00 ,4,$35.00 ,93,,,,,,,,,,
39429316,"Stylish, Modern and Homely Manchester Apartment!",257351687,53.47328,-2.30016,f,Apartment,Entire home/apt,4,2,2,2,Real Bed,$75.00 ,,,$0.00 ,$30.00 ,1,$0.00 ,98,,,,,,,,,,
39430100,Charming Attic Suite near Manchester/Stockport,46931442,53.42566,-2.18211,t,Guest suite,Entire home/apt,2,1,1,2,Real Bed,$40.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39430362,Chorlton Luxury Shared Accommodation (6),4949917,53.44266,-2.27723,t,House,Private room,6,3.5,1,4,Real Bed,$89.00 ,,,$100.00 ,$45.00 ,1,$30.00 ,,,,,,,,,,,
39436470,Cozy Stays The Popworks Manchester City Centre,288837012,53.48811,-2.22653,f,Apartment,Entire home/apt,4,2,2,2,Real Bed,$300.00 ,,,$200.00 ,$55.00 ,4,$0.00 ,99,,,,,,,,,,
39438236,Private large bedroom/living-room/en-suite -Studio,41442874,53.44932,-2.11752,t,House,Entire home/apt,2,1,0,1,Real Bed,$39.00 ,,,$0.00 ,$7.00 ,1,$7.00 ,100,,,,,,,,,,
39438911,"Northern Quarter,  206 Joiner Street, Greater Manchester, M4 1PH",302930040,53.48321,-2.23734,f,Apartment,Entire home/apt,6,1,2,3,Real Bed,$100.00 ,,,$100.00 ,$65.00 ,1,$0.00 ,72,,,,,,,,,,
39442969,Spacious flat,302962391,53.45697,-2.24517,f,Apartment,Entire home/apt,4,3,2,2,Real Bed,$80.00 ,,,$80.00 ,$15.00 ,2,$15.00 ,99,,,,,,,,,,
39443391,"2Bed, 2Bath, sleeps 4 next to the BEST PUB in MCR",59365132,53.48742,-2.23182,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$39.00 ,,,$0.00 ,$25.00 ,1,$15.00 ,92,,,,,,,,,,
39450316,"5Bed house close to the city,",150305782,53.46477,-2.25507,t,House,Entire home/apt,12,1.5,5,8,Real Bed,$200.00 ,,,,$65.00 ,1,$0.00 ,90,,,,,,,,,,
39458335,Stunning Peaceful Canal-side Home w/ Free  Parking,303085278,53.48174,-2.22317,f,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,$85.00 ,,,,$50.00 ,1,$0.00 ,98,,,,,,,,,,
39459080,Double bedroom in a friendly home.,22200019,53.44977,-2.1873,t,House,Private room,2,1,1,1,Real Bed,$30.00 ,,,,,1,$0.00 ,96,,,,,,,,,,
39461931,Chorlton Luxury Shared Accommodation (3),4949917,53.44213,-2.27533,t,House,Private room,5,3,1,3,Real Bed,$89.00 ,,,$150.00 ,$45.00 ,1,$30.00 ,,,,,,,,,,,
39462299,1 double bedroom avail in flat near manchestr town,303116897,53.47498,-2.20148,t,Apartment,Private room,1,1,1,1,Real Bed,$45.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39463509,"TOWN CENTRE STUDIO- SLEEPS 4, 5 MINS FROM STATION",152788806,53.40296,-2.16372,f,Apartment,Entire home/apt,4,1,0,1,Real Bed,$50.00 ,,,$0.00 ,$35.00 ,2,$10.00 ,90,,,,,,,,,,
39475840,"Salford Quays bijoux with great nightlife, 2.5br",92511233,53.4773,-2.25532,t,Serviced apartment,Entire home/apt,4,2.5,2,2,Real Bed,$180.00 ,,,$0.00 ,$35.00 ,1,$0.00 ,100,,,,,,,,,,
39475924,Modern Ground Floor Apartment,281354988,53.50334,-2.53445,t,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,$70.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,93,,,,,,,,,,
39477066,cosy and beauty private room in house for female,194640422,53.44264,-2.2328,f,House,Private room,1,1,1,0,Real Bed,$17.00 ,,,,,1,$6.00 ,90,,,,,,,,,,
39481396,Single room in townhouse close to Manchester Uni,186916688,53.46724,-2.22539,t,Townhouse,Private room,1,1,0,1,Real Bed,$40.00 ,,,,,1,$15.00 ,100,,,,,,,,,,
39491252,Room 2 - Airbnb house in Horwich with single bed.,137249317,53.59954,-2.55253,t,House,Private room,1,1.5,1,1,Real Bed,$18.00 ,,,$80.00 ,$10.00 ,1,$0.00 ,93,,,,,,,,,,
39493376,Lovely Modern Town house - Great transport links,41442874,53.45081,-2.11595,t,Townhouse,Entire home/apt,4,1,1,2,Real Bed,$49.00 ,,,$150.00 ,$25.00 ,2,$10.00 ,,,,,,,,,,,
39498122,Trendy flat w/ double bedroom close to city centre,40408675,53.46216,-2.24754,t,Apartment,Entire home/apt,1,1,1,1,Real Bed,$60.00 ,,,,$10.00 ,1,$7.00 ,90,,,,,,,,,,
39498342,Beautiful House Share Near PLAB Academy M19 2BP,189880054,53.4407,-2.20303,t,House,Shared room,2,2,1,2,Real Bed,$22.00 ,,,$0.00 ,$25.00 ,1,$22.00 ,,,,,,,,,,,
39498474,Beautiful House Share For PLAB Studies M19 2BP,189880054,53.44213,-2.20251,t,House,Shared room,2,2,1,2,Real Bed,$22.00 ,,,$0.00 ,$25.00 ,1,$22.00 ,100,,,,,,,,,,
39503871,Bright and Modern City Centre Apartment,108960034,53.49084,-2.23898,t,Apartment,Private room,2,1.5,1,1,Real Bed,$40.00 ,,,$250.00 ,$10.00 ,1,$0.00 ,100,,,,,,,,,,
39507329,Room in withington,194640422,53.44797,-2.25751,f,Apartment,Private room,1,0,1,0,Real Bed,$100.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39507636,"Lovely  beautiful rooms in bury ,manchester",303511003,53.6049,-2.31119,t,House,Private room,4,2,2,0,Real Bed,$99.00 ,,,,,1,$0.00 ,,,,,,,,,,,
39509646,louisa street,59418458,53.47726,-2.17496,t,House,Private room,3,1,1,1,Real Bed,$35.00 ,,,$0.00 ,$8.00 ,1,$12.00 ,,,,,,,,,,,
39514432,Family home ,166073964,53.38037,-2.24992,t,House,Private room,1,1,1,1,Real Bed,$25.00 ,,,,$5.00 ,1,$0.00 ,100,,,,,,,,,,
39514957,8 Salford Exchange,280089446,53.49221,-2.28726,t,Apartment,Entire home/apt,5,1,3,3,Real Bed,$90.00 ,,,$100.00 ,$45.00 ,3,$20.00 ,,,,,,,,,,,
39516352,Brand New Flat in Cheadle Hulme,303587701,53.37654,-2.18738,t,Apartment,Entire home/apt,3,1,2,2,Real Bed,$75.00 ,,,$0.00 ,$50.00 ,1,$0.00 ,70,,,,,,,,,,
39520301,One Bedroom Apartment,303080998,53.48273,-2.23785,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$70.00 ,,,$0.00 ,$0.00 ,2,$0.00 ,93,,,,,,,,,,
39520302,One Bedroom Apartment With Sofa Bed,303080998,53.48268,-2.23975,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$80.00 ,,,$0.00 ,$0.00 ,4,$0.00 ,98,,,,,,,,,,
39520304,Two Bedroom Apartment,303080998,53.4843,-2.23886,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$75.00 ,,,$0.00 ,$0.00 ,3,$0.00 ,100,,,,,,,,,,
